english_name,chinese_name,district_code,district_en,district_zh,gazette_date,gazette_notice,gazette_date_raw
CHEUNG FAI ROAD,長輝路,K&T,Kwai  Tsing,葵青,1983-12-02,3793,30652
CHEUNG FAI ROAD,長輝路,K&T,Kwai  Tsing,葵青,2004-10-15,6705,38275
CHEUNG FAT STREET,長發街,SSP,Sham  Shui  Po,深水埗,1934-02-09,91,12459
CHEUNG FU STREET,長富街,Is,Islands,離島,1986-11-21,4035,31737
CHEUNG HANG ROAD,長坑路,K&T,Kwai  Tsing,葵青,1983-03-11,776,30386
CHEUNG HO STREET,長好街,K&T,Kwai  Tsing,葵青,1985-03-22,915,31128
CHEUNG HONG STREET,長康街,E,Eastern,東區,1933-07-28,511,12263
CHEUNG KIN ROAD,長健路,Is,Islands,離島,1990-12-07,4413,33214
CHEUNG KWAI ROAD,長貴路,Is,Islands,離島,1985-08-09,2597,31268
CHEUNG LAI STREET,長荔街,SSP,Sham  Shui  Po,深水埗,1976-06-18,1302,27929
CHEUNG LEE STREET,祥利街,E,Eastern,東區,1966-07-08,1759,24296
CHEUNG LEK MEI STREET,長瀝尾街,ST,Sha Tin,沙田,1981-06-12,1685,29749
CHEUNG LUNG STREET,長隆街,K&T,Kwai  Tsing,葵青,1983-12-02,3793,30652
CHEUNG MAN ROAD,祥民道,E,Eastern,東區,1973-10-19,2719,26956
CHEUNG MAN ROAD,祥民道,E,Eastern,東區,1993-06-04,1914,34124
CHEUNG MOU STREET,長茂街,SSP,Sham  Shui  Po,深水埗,1976-06-18,1302,27929
CHEUNG NING STREET,長寧街,KC,Kowloon  City,九龍城,1931-02-13,86,11367
CHEUNG PAK ROAD,長北路,Is,Islands,離島,1991-07-19,2509,33438
CHEUNG PEI SHAN ROAD,象鼻山路,TW-K&T,Tsuen  Wan / Kwai  Tsing,荃灣 / 葵青,1983-11-04,3497,30624
CHEUNG PEI SHAN ROAD,象鼻山路,TW-K&T,Tsuen  Wan / Kwai  Tsing,荃灣 / 葵青,1990-04-06,1265,32969
CHEUNG PEI SHAN ROAD,象鼻山路,TW-K&T,Tsuen  Wan / Kwai  Tsing,荃灣 / 葵青,2006-03-03,1460,38779
CHEUNG SHA WAN PATH,長沙灣徑,SSP,Sham  Shui  Po,深水埗,1976-06-18,1302,27929
CHEUNG SHA WAN ROAD,長沙灣道,SSP-YTM,Sham  Shui  Po / Yau Tsim Mong,深水埗 / 油尖旺,1923-09-28,411,8672
CHEUNG SHA WAN ROAD,長沙灣道,SSP-YTM,Sham  Shui  Po / Yau Tsim Mong,深水埗 / 油尖旺,1927-11-25,699,10191
CHEUNG SHA WAN ROAD,長沙灣道,SSP-YTM,Sham  Shui  Po / Yau Tsim Mong,深水埗 / 油尖旺,1978-10-13,2641,28776
CHEUNG SHA WAN ROAD,長沙灣道,SSP-YTM,Sham  Shui  Po / Yau Tsim Mong,深水埗 / 油尖旺,2019-07-26,4780,43672
CHEUNG SHAN ESTATE ROAD EAST,象山邨東路,TW,Tsuen  Wan,荃灣,1984-01-27,287,30708
CHEUNG SHAN ESTATE ROAD WEST,象山邨西路,TW,Tsuen  Wan,荃灣,1984-01-27,287,30708
CHEUNG SHAN ESTATE ROAD WEST,象山邨西路,TW,Tsuen  Wan,荃灣,1990-11-02,3966,33179
CHEUNG SHEK ROAD,長碩路,Is,Islands,離島,1990-12-07,4413,33214
CHEUNG SHING STREET,長城街,ST,Sha Tin,沙田,1986-01-17,245,31429
CHEUNG SHUE TAN ROAD,樟樹灘路,TP,Tai  Po,大埔,2005-08-05,3797,38569
CHEUNG SHUN STREET,長順街,SSP,Sham  Shui  Po,深水埗,1976-06-18,1302,27929
CHEUNG TAI ROAD,樟大路,TP,Tai  Po,大埔,2013-11-01,6570,41579
CHEUNG TAK LANE,祥德里,WC,Wan  Chai,灣仔,1966-12-09,3091,24450
CHEUNG TAT ROAD,長達路,K&T,Kwai  Tsing,葵青,1983-12-02,3793,30652
CHEUNG TSING HIGHWAY,長青公路,K&T,Kwai  Tsing,葵青,1997-08-29,1008,35671
CHEUNG TSING HIGHWAY,長青公路,K&T,Kwai  Tsing,葵青,1998-02-27,994,35853
CHEUNG TSING HIGHWAY,長青公路,K&T,Kwai  Tsing,葵青,2009-12-18,7995,40165
CHEUNG TSING TUNNEL,長青隧道,K&T,Kwai  Tsing,葵青,1997-08-29,1008,35671
CHEUNG TSUN ROAD,長俊路,Is,Islands,離島,1990-12-07,4413,33214
CHEUNG TUNG ROAD,翔東路,Is-TW,Islands / Tsuen  Wan,離島 / 荃灣,1997-08-29,1006,35671
CHEUNG WAH STREET,昌華街,SSP,Sham  Shui  Po,深水埗,1934-02-09,91,12459
CHEUNG WAN STREET,長環街,K&T,Kwai  Tsing,葵青,1979-07-06,1702,29042
CHEUNG WING ROAD,昌榮路,K&T-TW,Kwai  Tsing / Tsuen  Wan,葵青 / 荃灣,1970-03-06,535,25633
CHEUNG WING ROAD,昌榮路,K&T-TW,Kwai  Tsing / Tsuen  Wan,葵青 / 荃灣,2004-07-09,4431,38177
CHEUNG WONG ROAD,長旺道,YTM,Yau Tsim Mong,油尖旺,1969-05-09,883,25332
CHEUNG WOO LANE,祥和里,WC,Wan  Chai,灣仔,1973-06-08,1472,26823
CHEUNG YAN LANE,長仁巷,Is,Islands,離島,1990-12-07,4413,33214
CHEUNG YAN LANE,長仁巷,Is,Islands,離島,1990-12-14,4496,33221
CHEUNG YEE STREET,長義街,SSP,Sham  Shui  Po,深水埗,1976-06-18,1302,27929
CHEUNG YIP STREET,祥業街,KC-KT,Kowloon  City / Kwun Tong,九龍城 / 觀塘,1979-11-09,2898,29168
CHEUNG YIP STREET,祥業街,KC-KT,Kowloon  City / Kwun Tong,九龍城 / 觀塘,1984-04-19,1193,30791
CHEUNG YIP STREET,祥業街,KC-KT,Kowloon  City / Kwun Tong,九龍城 / 觀塘,1984-10-26,3136,30981
CHEUNG YIP STREET,祥業街,KC-KT,Kowloon  City / Kwun Tong,九龍城 / 觀塘,2021-06-25,3898,44372
CHEUNG YUE STREET,長裕街,SSP,Sham  Shui  Po,深水埗,1976-06-18,1302,27929
CHEUNG YUEN ROAD,長源路,ST-K&T,Sha Tin / Kwai  Tsing,沙田 / 葵青,1983-03-11,775,30386
CHEUNG YUEN ROAD,長源路,ST-K&T,Sha Tin / Kwai  Tsing,沙田 / 葵青,2004-12-10,7971,38331
CHI CHEONG ROAD,智昌路,N,North,北區,1994-01-28,337,34362
CHI FAI PATH,志輝徑,SK,Sai  Kung,西貢,1986-08-15,2817,31639
CHI FU CLOSE,置富徑,S,Southern,南區,1979-05-11,1195,28986
CHI FU ROAD,置富道,S,Southern,南區,1979-05-11,1195,28986
CHI FUK CIRCUIT,置福圍,N,North,北區,1995-01-13,155,34712
CHI HO ROAD,治河路,YL,Yuen Long,元朗,1999-09-17,5409,36420
CHI HO ROAD,治河路,YL,Yuen Long,元朗,2004-11-12,7273,38303
CHI KA LANE,置嘉里,N,North,北區,2001-12-07,7638,37232
CHI KIANG STREET,浙江街,KC,Kowloon  City,九龍城,1935-04-26,334,12900
CHI KIANG STREET,浙江街,KC,Kowloon  City,九龍城,1965-06-04,1392,23897
CHI KIANG STREET,浙江街,KC,Kowloon  City,九龍城,2017-07-14,5003,42930
CHI LIN DRIVE,志蓮道,WTS,Wong Tai Sin,黃大仙,1994-10-28,4078,34635
CHI LIN DRIVE,志蓮道,WTS,Wong Tai Sin,黃大仙,2000-06-16,3865,36693
CHI LIT PATH,誌烈徑,SK,Sai  Kung,西貢,2022-10-21,6005,44855
CHI MA HANG ROAD,芝麻坑路,Is,Islands,離島,1996-06-07,2560,35223
CHI MA WAN ROAD,芝麻灣道,Is,Islands,離島,1970-06-05,1156,25724
CHI MAN STREET,治民街,KC-YTM,Kowloon  City / Yau Tsim Mong,九龍城 / 油尖旺,1974-11-29,3037,27362
CHI MING STREET,智明街,N,North,北區,1995-01-13,153,34712
CHI NGONG ROAD,志昂路,K&T,Kwai  Tsing,葵青,1998-03-27,1527,35881
CHI SHIN STREET,至善街,SK,Sai  Kung,西貢,2003-02-14,934,37666
CHI SHIN STREET,至善街,SK,Sai  Kung,西貢,2012-06-29,4533,41089
CHI SHIN STREET,至善街,SK,Sai  Kung,西貢,2012-12-14,8050,41257
CHI SHING LANE,志成里,WC,Wan  Chai,灣仔,1901-05-11,272,497
CHI SHUN LANE,智順里,N,North,北區,1999-10-29,6659,36462
CHI SUM ROAD,祠心路,N,North,北區,1999-10-29,6660,36462
CHI TIN STREET,智田街,KT,Kwun Tong,觀塘,2023-07-28,4517,45135
CHI WA LANE,置華里,N,North,北區,1995-01-13,155,34712
CHI WING CLOSE,置榮徑,N,North,北區,1995-01-13,155,34712
CHI WO STREET,志和街,YTM,Yau Tsim Mong,油尖旺,1920-09-17,483,7566
CHI YAN FIRST LANE,志仁一里,Is,Islands,離島,1985-10-18,3454,31338
CHI YAN LANE,志仁里,Is,Islands,離島,1999-03-12,1360,36231
CHI YAN STREET,志仁街,Is,Islands,離島,1999-03-12,1360,36231
CHI YIN LANE,智賢里,N,North,北區,1999-10-29,6661,36462
CHIANTI DRIVE,尚堤徑,Is,Islands,離島,2012-07-13,4805,41103
CHIK CHOI LANE,積財里,ST,Sha Tin,沙田,1983-09-30,3132,30589
CHIK CHUEN STREET,積存街,ST,Sha Tin,沙田,1981-01-16,182,29602
CHIK FAI STREET,積輝街,ST,Sha Tin,沙田,1984-06-15,1737,30848
CHIK FU STREET,積富街,ST,Sha Tin,沙田,1983-09-30,3132,30589
CHIK FUK STREET,積福街,ST,Sha Tin,沙田,1983-09-30,3132,30589
CHIK LUK LANE,積祿里,ST,Sha Tin,沙田,1983-09-30,3132,30589
CHIK SAU LANE,積壽里,ST,Sha Tin,沙田,1983-09-30,3132,30589
CHIK SHUN STREET,積信街,ST,Sha Tin,沙田,1983-09-30,3132,30589
CHIK TAI LANE,積泰里,ST,Sha Tin,沙田,1985-08-16,2682,31275
CHIK TAK LANE,積德里,ST,Sha Tin,沙田,1983-09-30,3132,30589
CHIK WAN STREET,積運街,ST,Sha Tin,沙田,1984-06-15,1737,30848
CHIM UK ROAD,詹屋路,TP,Tai  Po,大埔,2012-01-13,231,40921
CHIN STREET,前街,Is,Islands,離島,1985-10-18,3454,31338
CHING CHEUNG ROAD,呈祥道,SSP-K&T,Sham  Shui  Po / Kwai  Tsing,深水埗 / 葵青,1966-11-18,2921,24429
CHING CHEUNG ROAD,呈祥道,SSP-K&T,Sham  Shui  Po / Kwai  Tsing,深水埗 / 葵青,1976-11-19,2580,28083
CHING CHEUNG ROAD,呈祥道,SSP-K&T,Sham  Shui  Po / Kwai  Tsing,深水埗 / 葵青,2001-08-03,4785,37106
CHING FAI STREET,正暉街,WTS,Wong Tai Sin,黃大仙,1997-11-07,2359,35741
CHING HIU ROAD,清曉路,N,North,北區,2003-07-11,4729,37813
CHING HONG ROAD,青康路,K&T,Kwai  Tsing,葵青,1979-07-06,1702,29042
CHING HONG ROAD,青康路,K&T,Kwai  Tsing,葵青,1986-09-12,3157,31667
CHING LAI ROAD,澄麗路,TM,Tuen  Mun,屯門,2019-03-01,1657,43525
CHING LIN TERRACE,青蓮臺,C&W,Central  &  Western,中西區,1926-01-29,46,9526
CHING PING STREET,澄平街,YTM,Yau Tsim Mong,油尖旺,1956-06-08,717,20614
CHING PING STREET,澄平街,YTM,Yau Tsim Mong,油尖旺,1985-03-08,758,31114
CHING SAU LANE,靜修里,S,Southern,南區,1979-01-12,112,28867
CHING SHAN STREET,靖山街,KC-YTM,Kowloon  City / Yau Tsim Mong,九龍城 / 油尖旺,1999-11-26,7270,36490
CHING SHING ROAD,清城路,N,North,北區,2003-07-11,4729,37813
CHING TAK STREET,正德街,WTS,Wong Tai Sin,黃大仙,1963-11-08,2197,23323
CHING TAK STREET,正德街,WTS,Wong Tai Sin,黃大仙,1988-12-23,4429,32500
CHING WAH STREET,清華街,E,Eastern,東區,1949-01-28,99,17926
CHING YAU PATH,清攸徑,YL,Yuen Long,元朗,2020-04-03,1669,43924
CHING YAU ROAD,清攸路,YL,Yuen Long,元朗,2013-02-08,747,41313
CHING YEUNG AVENUE,青楊路,WTS,Wong Tai Sin,黃大仙,1970-03-06,536,25633
CHING YU PATH,菁裕徑,YL,Yuen Long,元朗,2017-10-13,7595,43021
CHIU KWONG STREET,朝光街,C&W,Central  &  Western,中西區,1967-12-08,2628,24814
CHIU SHUN ROAD,昭信路,SK,Sai  Kung,西貢,1990-11-02,3967,33179
CHIU SHUN ROAD,昭信路,SK,Sai  Kung,西貢,1992-01-31,411,33634
CHIU TAM PATH,照潭徑,TW,Tsuen  Wan,荃灣,1986-08-15,2818,31639
CHIU TAM PATH,照潭徑,TW,Tsuen  Wan,荃灣,1999-01-08,115,36168
CHO YUEN STREET,草園街,KT,Kwun Tong,觀塘,1967-03-17,603,24548
CHOI CHUK STREET,彩竹街,WTS,Wong Tai Sin,黃大仙,1986-01-24,327,31436
CHOI FAI STREET,彩暉街,N,North,北區,1995-01-13,153,34712
CHOI FAT STREET,彩發街,N,North,北區,1995-09-01,3546,34943
CHOI FUNG PATH,彩鳳徑,WTS,Wong Tai Sin,黃大仙,1983-08-12,2625,30540
CHOI HA ROAD,彩霞道,KT,Kwun Tong,觀塘,1974-12-13,3159,27376
CHOI HA ROAD,彩霞道,KT,Kwun Tong,觀塘,2008-07-11,4754,39640
CHOI HA ROAD,彩霞道,KT,Kwun Tong,觀塘,2009-06-26,4008,39990
CHOI HEI ROAD,彩禧路,KT,Kwun Tong,觀塘,2000-07-21,4745,36728
CHOI HING LANE,彩興里,KT,Kwun Tong,觀塘,2007-11-09,7353,39395
CHOI HING ROAD,彩興路,KT,Kwun Tong,觀塘,2007-11-09,7353,39395
CHOI HING ROAD,彩興路,KT,Kwun Tong,觀塘,2010-07-16,4562,40375
CHOI HUNG INTERCHANGE,彩虹交匯處,WTS-KT,Wong Tai Sin / Kwun Tong,黃大仙 / 觀塘,2016-07-08,3863,42559
CHOI HUNG ROAD,彩虹道,WTS,Wong Tai Sin,黃大仙,1959-05-29,738,21699
CHOI LUNG STREET,彩隆街,N,North,北區,2025-10-10,6447,45940
CHOI MING STREET,彩明街,SK,Sai  Kung,西貢,2000-11-03,7225,36833
CHOI MING STREET,彩明街,SK,Sai  Kung,西貢,2002-10-04,6308,37533
CHOI SHA STREET,彩沙街,ST,Sha Tin,沙田,2012-03-02,1335,40970
CHOI SHEK LANE,彩石里,KT,Kwun Tong,觀塘,1965-04-02,838,23834
CHOI SHEK ROAD,彩石道,KT,Kwun Tong,觀塘,1965-04-02,838,23834
CHOI SHING LANE,彩盛里,KT,Kwun Tong,觀塘,2018-02-02,650,43133
CHOI SHUN STREET,彩順街,N,North,北區,1995-09-01,3546,34943
CHOI TIP STREET,彩蝶街,TP,Tai  Po,大埔,2021-09-30,6129,44469
CHOI TUNG LANE,彩東里,Is,Islands,離島,2025-07-25,4611,45863
CHOI WAN ROAD,彩雲道,KT,Kwun Tong,觀塘,1967-04-14,819,24576
CHOI WING LANE,彩榮里,KT,Kwun Tong,觀塘,2010-07-16,4562,40375
CHOI WING ROAD,彩榮路,KT,Kwun Tong,觀塘,2008-07-11,4754,39640
CHOI WING ROAD,彩榮路,KT,Kwun Tong,觀塘,2010-07-16,4562,40375
CHOI YEE LANE,彩頤里,WTS,Wong Tai Sin,黃大仙,2001-03-30,2133,36980
CHOI YUEN ROAD,彩園路,N,North,北區,1992-01-03,64,33606
CHOI YUEN ROAD,彩園路,N,North,北區,1995-01-13,153,34712
CHOI YUEN ROAD,彩園路,N,North,北區,2024-11-15,6899,45611
CHONG FU ROAD,創富道,E,Eastern,東區,1996-11-22,5408,35391
CHONG SAN ROAD,創新路,TP-ST,Tai  Po / Sha Tin,大埔 / 沙田,2005-10-21,5456,38646
CHONG YIP STREET,創業街,KT,Kwun Tong,觀塘,1964-11-20,3168,23701
CHUEN LUNG STREET,川龍街,TW,Tsuen  Wan,荃灣,1962-11-23,2378,22973
CHUEN ON ROAD,全安路,TP,Tai  Po,大埔,1992-11-20,4152,33928
CHUI CHUK STREET,翠竹街,WTS,Wong Tai Sin,黃大仙,1986-10-10,3519,31695
CHUI FUK ROAD,翠福路,TM,Tuen  Mun,屯門,2018-03-29,2325,43188
CHUI HANG STREET,翠杏街,E,Eastern,東區,1992-02-07,477,33641
CHUI KWAN DRIVE,翠群徑,Is,Islands,離島,1999-12-30,8354,36524
CHUI KWAN DRIVE,翠群徑,Is,Islands,離島,2024-08-16,4837,45520
CHUI KWAN DRIVE,翠群徑,Is,Islands,離島,2024-08-16,4838,45520
CHUI LING LANE,翠嶺里,SK,Sai  Kung,西貢,2002-10-04,6308,37533
CHUI LING ROAD,翠嶺路,SK,Sai  Kung,西貢,2002-10-04,6308,37533
CHUI LOK STREET,翠樂街,TP,Tai  Po,大埔,1993-02-12,478,34012
CHUI SHIN STREET,翠善街,SK,Sai  Kung,西貢,2012-12-14,8051,41257
CHUI TIN STREET,翠田街,ST,Sha Tin,沙田,1984-03-09,708,30750
CHUI TONG ROAD,翠塘路,SK,Sai  Kung,西貢,1994-07-29,2827,34544
CHUI TONG ROAD,翠塘路,SK,Sai  Kung,西貢,2002-02-08,899,37295
CHUI TUNG LANE,翠桐里,YL,Yuen Long,元朗,2002-07-26,4596,37463
CHUI WO LANE,翠和里,TP,Tai  Po,大埔,1993-07-23,2596,34173
CHUI YAN STREET,翠欣街,ST,Sha Tin,沙田,2002-01-11,251,37267
CHUI YI STREET,翠怡街,TP,Tai  Po,大埔,1993-02-12,478,34012
CHUI YU ROAD,聚魚道,YTM-SSP,Yau Tsim Mong / Sham  Shui  Po,油尖旺 / 深水埗,1998-05-29,2633,35944
CHUI YU ROAD,聚魚道,YTM-SSP,Yau Tsim Mong / Sham  Shui  Po,油尖旺 / 深水埗,2018-03-29,2324,43188
CHUK KOK ROAD,竹角路,SK,Sai  Kung,西貢,1992-04-10,1271,33704
CHUK ON LANE,竹安里,C&W,Central  &  Western,中西區,1967-12-08,2628,24814
CHUK WAN STREET,祝運街,N,North,北區,1992-05-08,1593,33732
CHUK YAU ROAD,竹攸路,YL,Yuen Long,元朗,1994-09-16,3497,34593
CHUK YEUNG ROAD,竹洋路,SK-TP,Sai  Kung / Tai  Po,西貢 / 大埔,1984-02-17,459,30729
CHUK YEUNG ROAD,竹洋路,SK-TP,Sai  Kung / Tai  Po,西貢 / 大埔,1990-10-19,3764,33165
CHUK YUEN ROAD,竹園道,WTS,Wong Tai Sin,黃大仙,1935-05-03,351,12907
CHUK YUEN ROAD,竹園道,WTS,Wong Tai Sin,黃大仙,1957-10-11,1367,21104
CHUK YUEN ROAD,竹園道,WTS,Wong Tai Sin,黃大仙,1979-05-25,1310,29000
CHUK YUEN ROAD,竹園道,WTS,Wong Tai Sin,黃大仙,1986-01-24,327,31436
CHUK YUEN ROAD,竹園道,WTS,Wong Tai Sin,黃大仙,1989-04-21,1309,32619
CHUK YUEN ROAD,竹園道,WTS,Wong Tai Sin,黃大仙,1989-07-07,2312,32696
CHUN CHEONG STREET,駿昌街,SK,Sai  Kung,西貢,1995-04-13,1314,34802
CHUN CHEONG STREET,駿昌街,SK,Sai  Kung,西貢,1998-05-22,2486,35937
CHUN CHI LANE NORTH,振翅里北,KC,Kowloon  City,九龍城,2017-03-03,1160,42797
CHUN CHI LANE SOUTH,振翅里南,KC,Kowloon  City,九龍城,2017-03-03,1160,42797
CHUN CHOI STREET,駿才街,SK,Sai  Kung,西貢,1996-06-07,2561,35223
CHUN CHOI STREET,駿才街,SK,Sai  Kung,西貢,1998-05-22,2486,35937
CHUN FAI ROAD,春暉道,WC,Wan  Chai,灣仔,1975-03-27,702,27480
CHUN FAI ROAD,春暉道,WC,Wan  Chai,灣仔,1986-06-13,2016,31576
CHUN KWAN ROAD,駿群路,Is,Islands,離島,1998-01-02,73,35797
CHUN KWONG STREET,駿光街,SK,Sai  Kung,西貢,1995-04-13,1314,34802
CHUN KWONG STREET,駿光街,SK,Sai  Kung,西貢,1998-05-22,2486,35937
CHUN MING ROAD,駿明路,Is,Islands,離島,1998-01-02,73,35797
CHUN PIN STREET,圳邊街,K&T,Kwai  Tsing,葵青,1964-05-29,1346,23526
CHUN PING ROAD,駿坪路,Is,Islands,離島,1998-01-02,73,35797
CHUN SHIN ROAD,真善路,YL,Yuen Long,元朗,2003-01-30,655,37651
CHUN SHING STREET,春勝街,WC,Wan  Chai,灣仔,1930-03-07,138,11024
CHUN SING STREET,駿昇街,SK,Sai  Kung,西貢,1995-04-13,1314,34802
CHUN TIN STREET,春田街,KC,Kowloon  City,九龍城,1955-02-18,200,20138
CHUN TIN STREET,春田街,KC,Kowloon  City,九龍城,2023-05-05,2752,45051
CHUN WAH ROAD,振華道,KT,Kwun Tong,觀塘,1957-10-11,1367,21104
CHUN WAH ROAD,振華道,KT,Kwun Tong,觀塘,1980-04-18,1163,29329
CHUN WAH ROAD,振華道,KT,Kwun Tong,觀塘,1980-09-12,2995,29476
CHUN WAH ROAD,振華道,KT,Kwun Tong,觀塘,1984-03-02,665,30743
CHUN WAN ROAD,駿運路,Is,Islands,離島,1998-01-02,73,35797
CHUN WAN ROAD INTERCHANGE,駿運路交匯處,Is,Islands,離島,1998-01-02,73,35797
CHUN WAN ROAD NORTH,駿運北路,Is,Islands,離島,1998-01-02,73,35797
CHUN WAN ROAD SOUTH,駿運南路,Is,Islands,離島,1998-01-02,73,35797
CHUN WANG STREET,駿宏街,SK,Sai  Kung,西貢,1996-06-07,2561,35223
CHUN WANG STREET,駿宏街,SK,Sai  Kung,西貢,1998-05-22,2486,35937
CHUN WING STREET,振榮街,YTM,Yau Tsim Mong,油尖旺,1954-12-24,1562,20082
CHUN YAN STREET,親仁街,WTS,Wong Tai Sin,黃大仙,1967-06-02,1195,24625
CHUN YAN STREET,親仁街,WTS,Wong Tai Sin,黃大仙,1983-07-29,2420,30526
CHUN YAT STREET,駿日街,SK,Sai  Kung,西貢,1995-04-13,1314,34802
CHUN YAT STREET,駿日街,SK,Sai  Kung,西貢,1998-05-22,2486,35937
CHUN YEUNG STREET,春秧街,E,Eastern,東區,1933-07-28,511,12263
CHUN YI LANE,真義里,YTM,Yau Tsim Mong,油尖旺,1974-11-29,3038,27362
CHUN YIN SQUARE,俊賢坊,YL,Yuen Long,元朗,1986-08-15,2822,31639
CHUN YING STREET,駿盈街,SK,Sai  Kung,西貢,1995-04-13,1314,34802
CHUN YUE ROAD,駿裕路,Is,Islands,離島,1998-01-02,73,35797
CHUNG CHEUNG ROAD,中翔路,Is,Islands,離島,1998-01-02,73,35797
CHUNG HAU STREET,忠孝街,KC,Kowloon  City,九龍城,1965-04-09,914,23841
CHUNG HAU STREET,忠孝街,KC,Kowloon  City,九龍城,1973-10-26,2809,26963
CHUNG HING SAN STREET,中興新街,Is,Islands,離島,1985-12-27,4230,31408
CHUNG HING STREET,中興街,Is,Islands,離島,1983-08-12,2627,30540
CHUNG HOK ROAD,中學路,Is,Islands,離島,1985-12-27,4230,31408
CHUNG HOM KOK ROAD,舂磡角道,S,Southern,南區,1966-09-30,2531,24380
CHUNG KING ROAD,中景道,C&W,Central  &  Western,中西區,1992-05-15,1670,33739
CHUNG KONG ROAD,中港道,C&W,Central  &  Western,中西區,1992-05-15,1670,33739
CHUNG KUK PATH,松菊徑,N,North,北區,1998-10-16,5020,36084
CHUNG LING LANE,松嶺里,ST,Sha Tin,沙田,1992-05-01,1504,33725
CHUNG LING LANE,松嶺里,ST,Sha Tin,沙田,2002-11-15,7433,37575
CHUNG LING PATH,松齡徑,TM,Tuen  Mun,屯門,1993-12-10,4542,34313
CHUNG LING ROAD,松嶺路,ST,Sha Tin,沙田,1992-05-01,1504,33725
CHUNG MAN STREET,忠民街,KC,Kowloon  City,九龍城,1974-11-29,3037,27362
CHUNG MEI ROAD,涌美路,K&T,Kwai  Tsing,葵青,1979-07-06,1702,29042
CHUNG MEI ROAD,涌美路,K&T,Kwai  Tsing,葵青,1986-09-12,3157,31667
CHUNG MUN ROAD,松滿路,Is,Islands,離島,1999-07-09,3890,36350
CHUNG NGA ROAD,頌雅路,TP,Tai  Po,大埔,1991-10-25,3803,33536
CHUNG ON STREET,眾安街,TW,Tsuen  Wan,荃灣,1938-04-14,299,13984
CHUNG ON STREET,眾安街,TW,Tsuen  Wan,荃灣,1962-11-23,2378,22973
CHUNG PAK ROAD,松柏路,ST,Sha Tin,沙田,1982-03-05,754,30015
CHUNG PAK ROAD,松柏路,ST,Sha Tin,沙田,1985-08-02,2526,31261
CHUNG SHING STREET,涌盛街,Is,Islands,離島,1998-08-21,4080,36028
CHUNG SING PATH,鐘聲徑,YL,Yuen Long,元朗,1983-06-03,1752,30470
CHUNG SUM LANE,中心里,Is,Islands,離島,1985-12-27,4230,31408
CHUNG SUN STREET,忠信街,KC,Kowloon  City,九龍城,1959-05-15,670,21685
CHUNG WA ROAD,重華路,SK,Sai  Kung,西貢,1993-02-19,554,34019
CHUNG WAI STREET,松慧街,Is,Islands,離島,1999-07-09,3890,36350
CHUNG WUI STREET,中匯街,YTM,Yau Tsim Mong,油尖旺,1965-11-12,2673,24058
CHUNG YAN ROAD,松仁路,Is,Islands,離島,1999-07-09,3890,36350
CHUNG YAT STREET,松逸街,Is,Islands,離島,1999-07-09,3890,36350
CHUNG YEE STREET,忠義街,KC,Kowloon  City,九龍城,1994-06-10,2141,34495
CHUNG YIN LANE,忠賢里,SK,Sai  Kung,西貢,1991-03-28,1087,33325
CHUNG YING STREET,中英街,N,North,北區,1983-04-29,1316,30435
CHUNG YIP ROAD,涌業路,YL,Yuen Long,元朗,1997-01-24,425,35454
CHUNG YIP ROAD,涌業路,YL,Yuen Long,元朗,1997-02-14,752,35475
CHURCH STREET,教堂街,E,Eastern,東區,1931-05-15,300,11458
CHURCH STREET,教堂街,E,Eastern,東區,1931-07-10,436,11514
CITY GARDEN ROAD,城市花園道,E,Eastern,東區,1993-05-21,1713,34110
CLAYMORE AVENUE,利牧徑,S,Southern,南區,1968-05-10,939,24968
CLAYMORE AVENUE,利牧徑,S,Southern,南區,1980-03-01,707,29281
CLEAR WATER BAY ROAD,清水灣道,SK-KT-WTS,Sai  Kung / Kwun Tong / Wong Tai Sin,西貢 / 觀塘 / 黃大仙,1947-07-04,543,17352
CLEAR WATER BAY ROAD,清水灣道,SK-KT-WTS,Sai  Kung / Kwun Tong / Wong Tai Sin,西貢 / 觀塘 / 黃大仙,1981-01-16,183,29602
CLEMENTI ROAD,金文泰道,WC,Wan  Chai,灣仔,1950-12-29,1471,18626
CLEMENTI ROAD,金文泰道,WC,Wan  Chai,灣仔,1978-10-27,2761,28790
CLEMENTI ROAD,金文泰道,WC,Wan  Chai,灣仔,1978-11-17,2974,28811
CLEVELAND STREET,加寧街,WC,Wan  Chai,灣仔,1962-03-09,491,22714
CLIFF ROAD,石壁道,YTM,Yau Tsim Mong,油尖旺,1935-02-22,139,12837
CLOUD VIEW ROAD,雲景道,E,Eastern,東區,1966-01-14,129,24121
CLOVELLY PATH,高化利徑,C&W,Central  &  Western,中西區,1919-09-26,450,7209
CLUB STREET,會所街,C&W,Central  &  Western,中西區,1935-04-12,302,12886
COLLEGE ROAD,書院道,KC,Kowloon  City,九龍城,1935-03-01,165,12844
COLLEGE ROAD,書院道,KC,Kowloon  City,九龍城,1958-02-07,184,21223
COLLEGE VIEW,育賢坊,C&W,Central  &  Western,中西區,1972-03-24,765,26382
COMFORT TERRACE,康福臺,E,Eastern,東區,1952-11-28,1363,19326
CONCORDE ROAD,協調道,KC,Kowloon  City,九龍城,1981-12-11,3682,29931
CONCORDE ROAD,協調道,KC,Kowloon  City,九龍城,2015-01-23,1172,42027
